Venue,Category,Latitude,Longitude,Neighborhood,ZIP
South Bronx High School,High School,40.818081,-73.911507,Plaza de Los Angeles,10455
NYC Doe Education,Education,40.818081,-73.911507,Plaza de Los Angeles,10455
Union Rincoena,Organization,40.822245,-73.909214,Melrose,10456
Melrose Community School,Elementary School,40.8221,-73.910609,Melrose,10451
Boom Health,Public and Social Service,40.82213,-73.910655,Melrose,10451
Gotham RE Group,Commercial Real Estate Developer,40.821607,-73.906785,Melrose,10456
Bronx Community Boards I,Government Department / Agency,40.81982,-73.913104,Plaza de Los Angeles,10455
Felicidad Apartments Bronx,Residential Building,40.8214,-73.912594,Melrose,10451
Sharon Baptist Church,Church,40.820313,-73.905555,John Adams Houses,10456
Ps 17,Middle School,40.818829,-73.905631,John Adams Houses,10456
Naacp,Organization,40.816745,-73.90892,,10455
General Conference Of Seventh-Day Adventists,Spiritual Center,40.820452,-73.91374,Melrose,10451
Congregacion Nueva Vida,Church,40.821602,-73.913127,Melrose,10451
Boricua Village D,Real Estate Agency,40.823142,-73.909992,Melrose,10451
City of New York,Government Department / Agency,40.816368,-73.908862,,10455
Faith Life Ministries International,Church,40.823052,-73.910703,Melrose,10451
New York City Housing Authority,Housing Authority,40.821643,-73.905623,Melrose,10456
Friends,Public and Social Service,40.818397,-73.913837,Plaza de Los Angeles,10455
St Mary Park Houses,Government Department / Agency,40.816153,-73.908854,,10455
Aguila,Charity,40.823409,-73.908077,Melrose,10456
Bronx Haven High School,Primary and Secondary School,40.823312,-73.907636,Melrose,10456
Ps140x,Education,40.823312,-73.907636,Melrose,10456
Nyc Bd of Ed - PS 140 Eagle,Education,40.823365,-73.907682,Melrose,10456
Public School 140,College and University,40.823368,-73.907594,Melrose,10456
St.Luke's Parish & School,Church,40.806459,-73.916099,Mill Brook Houses,10454
FDNY Engine 83 / Ladder 29,Fire Station,40.805871,-73.915858,Mill Brook Houses,10454
St Luke School,Elementary School,40.806431,-73.915092,Mill Brook Houses,10454
Destiny Church,Church,40.805518,-73.914926,Mill Brook Houses,10454
Office Of Melissa Mark Viverito,Government Building,40.806364,-73.917626,Mill Brook Houses,10454
Mill Brook Community Center,Non-Profit Organization,40.805963,-73.918529,Mill Brook Houses,10454
Ferrari Driving School,Driving School,40.804379,-73.915102,Mill Brook Houses,10454
Beekman Houses,Real Estate Agency,40.809144,-73.914582,Mill Brook Houses,10454
Saint Ann's Episcopal Church,Church,40.808492,-73.916788,Mott Haven,10454
"New York City Housing Authority's Dr Ramon E. Betances II, 13",Housing Development,40.806326,-73.912945,Mill Brook Houses,10454
Thessalonica Christian Church,Church,40.809103,-73.916155,Mott Haven,10454
Ps 65 Mother Hale Academy,Education,40.807575,-73.912686,Mill Brook Houses,10454
Ps 30 Wilton School,Elementary School,40.809174,-73.917557,Mott Haven,10454
American Dream Charter School,Elementary School,40.809229,-73.917515,Mott Haven,10454
Iglesia Universal,Church,40.80733,-73.919892,Plaza Borinquen,10454
Academic Leadership Charter School,Elementary School,40.80768,-73.912778,Mill Brook Houses,10454
New York Foundling,Public and Social Service,40.806385,-73.92095,Plaza Borinquen,10454
Nyc Department of Homeless Services,Senior Citizen Service,40.807811,-73.911908,Mott Haven,10454
Evangelical Garifuna Church,Church,40.809766,-73.917623,Mott Haven,10454
United States Postal Service,Post Office,40.808184,-73.918219,,10454
Public School 369,Elementary School,40.809056,-73.919957,Mott Haven,10454
Ps 43 Jonas Bronck,Elementary School,40.806371,-73.921474,Plaza Borinquen,10454
Jonas Bronck Elementary School,Elementary School,40.806316,-73.921515,Plaza Borinquen,10454
Ps Is 224,Education,40.810188,-73.917989,Mott Haven,10454
PS179 The School of International Cultures,Education,40.80921,-73.920269,Mott Haven,10454
International Community High School,High School,40.810186,-73.918076,Mott Haven,10454
Promised Land Church,Church,40.80504,-73.914602,Mill Brook Houses,10454
St Lukes R C Church,Church,40.806307,-73.915699,Mill Brook Houses,10454
The Ghanaian Catholic Community Bronx,Spiritual Center,40.806316,-73.91535,Mill Brook Houses,10454
Mill Brook Houses,Government Department / Agency,40.805141,-73.916923,Mill Brook Houses,10454
South Bronx Charter School Inter Cultures And Arts,Elementary School,40.807524,-73.916664,Mill Brook Houses,10454
St Anne's Housing,Community and Government,40.807739,-73.916672,Mill Brook Houses,10454
Diego Beekman,Residential Building,40.808306,-73.915644,Mill Brook Houses,10454
Tender Tots Child Care Center,Child Care Service,40.806766,-73.918778,Mill Brook Houses,10454
Diego Beekman Mutual,Organization,40.806959,-73.913494,Mill Brook Houses,10454
Sterling Education,Primary and Secondary School,40.806764,-73.918865,Mill Brook Houses,10454
Bronx Works,Public and Social Service,40.805396,-73.913391,Mill Brook Houses,10454
Winners Chapel,Church,40.806812,-73.919085,Mill Brook Houses,10454
A House on Beekman,Organization,40.808191,-73.914416,Mill Brook Houses,10454
City Of New York,Government Department / Agency,40.805302,-73.919028,Mill Brook Houses,10454
Church of God Seventh Day,Church,40.808506,-73.914208,Mill Brook Houses,10454
Gospel Mission Ministries,Spiritual Center,40.808506,-73.914208,Mill Brook Houses,10454
Graffiti 2 Community Ministries,Church,40.808506,-73.914208,Mill Brook Houses,10454
General Conference Of Seventh-Day Adventists,Spiritual Center,40.806282,-73.91255,Mill Brook Houses,10454
Diego Beekman,Real Estate Agency,40.807088,-73.912712,Mill Brook Houses,10454
Love Production...Bb,Public and Social Service,40.808393,-73.918489,Mott Haven,10454
Schools Elementary School Bronx,Elementary School,40.80897,-73.917112,Mott Haven,10454
Diego Beekman,Real Estate Service,40.809092,-73.914536,Mill Brook Houses,10454
Iglesia Universal,Spiritual Center,40.807304,-73.920062,Plaza Borinquen,10454
Promesa,Addiction Treatment Center,40.808315,-73.919405,Plaza Borinquen,10454
New York City Sanitation Department Bronx West 4 Garage,Community and Government,40.800955,-73.915978,Mill Brook Houses,10454
Per Scholas,Computer Training School,40.803476,-73.910477,Port Morris,10454
Ferrari Driving School,Driving School,40.804379,-73.915102,Mill Brook Houses,10454
Destiny Church,Church,40.805518,-73.914926,Mill Brook Houses,10454
Promised Land Church,Church,40.80504,-73.914602,Mill Brook Houses,10454
Bruckner Arts,Organization,40.801384,-73.914027,Mill Brook Houses,10454
ADARC- American Drug Abuse Rehabilitation Center,Addiction Treatment Center,40.802509,-73.912821,Mill Brook Houses,10454
Palladia,Charity,40.802452,-73.91245,Port Morris,10454
Willow Shelter,Animal Shelter,40.802452,-73.91245,Port Morris,10454
The DOE Fund,Community and Government,40.80303,-73.91304,Mill Brook Houses,10454
South Bronx Charter School,Elementary School,40.802876,-73.914783,Mill Brook Houses,10454
Bronx Sanitation District Office,Community and Government,40.800535,-73.915525,Mill Brook Houses,10454
Stevenson Culinary Works,Culinary School,40.801541,-73.910142,Port Morris,10454
Greendepot,Environmental Organization,40.800196,-73.90996,Port Morris,10454
Recover Care,Organization,40.802786,-73.909259,Port Morris,10454
Church of God of Willis,Church,40.805164,-73.913995,Mill Brook Houses,10454
NY City Department Of Sanitation - District 1,Government Department / Agency,40.80187,-73.918112,Mill Brook Houses,10454
Bronx Works,Public and Social Service,40.805396,-73.913391,Mill Brook Houses,10454
Worldvision,Charity,40.802787,-73.907915,Port Morris,10454
Iglesia Palante & Pal,Church,40.805437,-73.915929,Mill Brook Houses,10454
Meco Electric Co.,Utility Company,40.802499,-73.918835,Mill Brook Houses,10454
Mill Brook Houses,Government Department / Agency,40.805141,-73.916923,Mill Brook Houses,10454
New Season Christian Center,Church,40.815776,-73.896463,John Adams Houses,10455
NYPD - 41st Precinct,Police Station,40.816283,-73.895651,John Adams Houses,10459
New York Public Library - Hunt's Point Library,Library,40.818756,-73.894037,East Morrisania,10459
St Margarets Church,Church,40.816375,-73.900378,John Adams Houses,10455
PAL Police Athletic League,Community Center,40.817266,-73.897306,John Adams Houses,10459
Banana Kelly High School,High School,40.817677,-73.898108,John Adams Houses,10459
BXL Bronx Business Incubator,Non-Profit Organization,40.816793,-73.89064,Hunt's Point,10474
Public School 62,Primary and Secondary School,40.814006,-73.900114,John Adams Houses,10455
Longwood Commons Condominium Homeowners Association,Residential Building,40.81604,-73.900803,John Adams Houses,10455
Lafayette Academy,College Academic Building,40.817059,-73.890781,Hunt's Point,10474
Hunts Point Alliance for Children,Non-Profit Organization,40.81663,-73.890678,Hunt's Point,10474
Corpus Christi Monastery,Monastery,40.815826,-73.89043,Hunt's Point,10474
Real Life Church,Church,40.817162,-73.89096,Hunt's Point,10474
Prayer Cafe,Spiritual Center,40.815776,-73.896463,John Adams Houses,10455
"Congress, United States",Community and Government,40.815831,-73.896421,John Adams Houses,10455
Longwood Residences,Property Management Office,40.815815,-73.897033,John Adams Houses,10455
Southern BLD,Real Estate Agency,40.816015,-73.897653,John Adams Houses,10455
Team Fresh VVS Masonic Music,Organization,40.816125,-73.897569,John Adams Houses,10455
Aguila Foundation,Public and Social Service,40.815464,-73.89807,John Adams Houses,10455
Ruth Fernandez Family Residence,Community and Government,40.815682,-73.89799,John Adams Houses,10455
Hdfc,Organization,40.816926,-73.89585,John Adams Houses,10459
Grace Christian Ministries,Church,40.813474,-73.893666,Hunt's Point,10474
Saint Athanasius Roman Catholic Church,Church,40.817277,-73.894813,John Adams Houses,10459
Grace Temple Church,Church,40.813419,-73.893707,Hunt's Point,10474
Police Athletic League,Youth Organization,40.817264,-73.897393,John Adams Houses,10459
Fox Street Apartments,Property Management Office,40.815015,-73.899167,John Adams Houses,10455
Assembly of Christian Churches Eastern District,Church,40.8177,-73.895179,John Adams Houses,10459
Eternal Rock Christian Church,Church,40.8177,-73.895179,John Adams Houses,10459
Thessalonia Baptist Church,Church,40.816302,-73.899063,John Adams Houses,10455
Heritage Human Services,Disabled Persons Service,40.814668,-73.899614,John Adams Houses,10455
Centro Comunal De Alabanza Y Adoracion Nuevo Renacer,Church,40.817291,-73.8984,John Adams Houses,10459
Success Academies Bronx Middle School,Elementary School,40.817631,-73.897801,John Adams Houses,10459
Holcombe L Rucker School Of Community Research,High School,40.817684,-73.897846,John Adams Houses,10459
Homes For The Homeless,Public and Social Service,40.816451,-73.89955,John Adams Houses,10455
Prospect Family Crisis Nursery,Public and Social Service,40.816433,-73.899636,John Adams Houses,10455
Bronxworks,Public and Social Service,40.81696,-73.891906,John Adams Houses,10474
San Juan Bautista,Church,40.816272,-73.900199,John Adams Houses,10455
Representative Jose E Serrano,Government Department / Agency,40.816554,-73.891506,Hunt's Point,10474
Ps 62 Inocensio Casanova,Elementary School,40.813894,-73.900285,John Adams Houses,10455
Newark Public Library,Library,40.81859,-73.894162,East Morrisania,10459
Wildcat Services,Education,40.817144,-73.891659,John Adams Houses,10474
Per Scholas,Education,40.816565,-73.891069,Hunt's Point,10474
79x966 Suspension Center School-Aya Academy,Primary and Secondary School,40.816565,-73.891069,Hunt's Point,10474
Fedcap Bronx,Rehabilitation Center,40.816565,-73.891069,Hunt's Point,10474
Alphaco Sprinkler,Fire Station,40.816678,-73.890899,Hunt's Point,10474
Urban Youth Initiative Bronx,Primary and Secondary School,40.816678,-73.890899,Hunt's Point,10474
Spofford Detention Center Department of Juvenile Justice,Prison,40.814095,-73.89054,Hunt's Point,10474
Sustainable South Bronx,Charity,40.817265,-73.891139,Hunt's Point,10474
Representative Ritchie Torres,Government Department / Agency,40.816685,-73.890723,Hunt's Point,10474
United States Catholic Conference,Public and Social Service,40.819245,-73.89598,Longwood,10459
The Green Rehab,Club House,40.811919,-73.884993,Hunt's Point,10474
US Agricultural Department,Government Department / Agency,40.810344,-73.881217,Hunt's Point,10474
Eagle Power Authority,Utility Company,40.807784,-73.881654,Hunt's Point,10474
Institute Of Applied,Organization,40.812881,-73.885378,Hunt's Point,10474
Wildcat Service Corporation,Public and Social Service,40.813473,-73.885444,Hunt's Point,10474
Apollo Fish Co.,Church,40.806629,-73.887027,Hunt's Point,10474
The Institute Of Applied Human Dynamics,Disabled Persons Service,40.812658,-73.887688,Hunt's Point,10474
New York Public Library,Library,40.820638,-73.904605,John Adams Houses,10456
School for Tourism and Hospitality,High School,40.821651,-73.903068,,10456
Apostolic Faith Church,Church,40.820902,-73.900722,Longwood,10459
Early Life Center #2,Nursery School,40.82056,-73.899353,Longwood,10459
Trinity Episcopal Church of Morrisania,Church,40.826703,-73.903958,Lewis S Davidson Senior Houses,10456
Brightside Academy,Education,40.821657,-73.896639,Lewis S Davidson Senior Houses,10459
Ps 146 Edward Collins,Elementary School,40.824979,-73.905861,Woodstock,10456
Christ Church,Church,40.820845,-73.904963,Melrose,10456
The Greater Faith Baptist Church,Church,40.826483,-73.897956,Lewis S Davidson Senior Houses,10459
R T Hudson Elementary School,Primary and Secondary School,40.827399,-73.902146,Lewis S Davidson Senior Houses,10456
Living Gospel Ministry International,Church,40.821212,-73.897147,Lewis S Davidson Senior Houses,10459
Bronx Latin Middle School 267,High School,40.827599,-73.90071,Lewis S Davidson Senior Houses,10456
"Housing Authority, Developments, Davidson Houses",Community and Government,40.827587,-73.899091,Lewis S Davidson Senior Houses,10459
Middle School 301,Middle School,40.822199,-73.906851,Melrose,10456
Morris Academy,High School,40.827339,-73.904419,Morrisania,10456
Bronx Leadership Academy,High School,40.827337,-73.904506,Morrisania,10456
Adolescent Skills Center,Public and Social Service,40.822268,-73.896005,East Morrisania,10459
NYCHA - Stebbins Avenue-Hewitt Place,Housing Development,40.819483,-73.899226,Longwood,10459
Longwood Academy,Primary and Secondary School,40.820089,-73.898767,Longwood,10459
Victory Baptist Church,Church,40.824013,-73.901538,Lewis S Davidson Senior Houses,10459
Davidson Senior Center,Senior Citizen Service,40.822879,-73.90154,,10459
Forest Neighborhood Hse,Public and Social Service,40.823322,-73.903175,,10456
Odyssey House,Addiction Treatment Center,40.82303,-73.899883,Lewis S Davidson Senior Houses,10459
United Bronx Partners,Public and Social Service,40.822867,-73.899921,Lewis S Davidson Senior Houses,10459
Christ Family Community Church,Church,40.821825,-73.900538,Longwood,10459
Spanish Prospect Seventh-Day Adventist Church,Church,40.824557,-73.899328,Lewis S Davidson Senior Houses,10459
St Anthony Of Padua Convent,Monastery,40.825606,-73.900504,Lewis S Davidson Senior Houses,10459
Missionaries of Charity,Monastery,40.825617,-73.900513,Lewis S Davidson Senior Houses,10459
Urban Health Plan,Public and Social Service,40.821756,-73.90316,,10456
Joshua & Caleb Ministries,Church,40.821281,-73.900693,Longwood,10459
Forest House,Real Estate Service,40.825941,-73.902135,Lewis S Davidson Senior Houses,10456
Ministerio Juvenil - Centro Catolico Carismatico,Church,40.825624,-73.899805,Lewis S Davidson Senior Houses,10459
McKinley Houses,Government Department / Agency,40.82211,-73.904092,Melrose,10456
Saint Anthony Roman Catholic Church,Church,40.825732,-73.899809,Lewis S Davidson Senior Houses,10459
Promesa,Public and Social Service,40.821611,-73.898387,Lewis S Davidson Senior Houses,10459
Sports Foundation Inc.,Youth Organization,40.820418,-73.90066,Longwood,10459
Sports Foundation Office,Youth Organization,40.820418,-73.90066,Longwood,10459
Banana Kelly Committee Improvement Association,Charity,40.82034,-73.901576,Longwood,10459
St Ann's Corner of Harm Reduction,Public and Social Service,40.82056,-73.899353,Longwood,10459
Day Star Baptist Church,Church,40.826669,-73.899101,Lewis S Davidson Senior Houses,10459
Christian Church John 316,Church,40.820101,-73.900386,Longwood,10459
Trinity Episcopl Church,Church,40.82667,-73.903973,Lewis S Davidson Senior Houses,10456
New York City Housing Authority,Housing Authority,40.821643,-73.905623,Melrose,10456
Bronx Housing Authority,Community and Government,40.820084,-73.899069,Longwood,10459
Senator Ruben Diaz,Community and Government,40.820712,-73.897697,Longwood,10459
Bronx Elementary School 212,Elementary School,40.827654,-73.900668,Lewis S Davidson Senior Houses,10456
Hands On For Jesus Council,Spiritual Center,40.824371,-73.896128,Lewis S Davidson Senior Houses,10459
Schools Elementary School,Education,40.820039,-73.898634,Longwood,10459
General Conference Of Seventh-Day Adventists,Spiritual Center,40.825174,-73.896376,Lewis S Davidson Senior Houses,10459
Team 395: 2 Train Robotics,Non-Profit Organization,40.827339,-73.904419,Morrisania,10456
New York Public Library - Soundview,Library,40.818701,-73.862982,Soundview,10473
United States Postal Service,Post Office,40.821682,-73.866722,Soundview,10473
Apartments,Residential Building,40.820875,-73.864505,Soundview,10473
Soundview & Lafayette,Residential Building,40.821679,-73.864753,Soundview,10473
Soundview Presbyterian Church,Church,40.820859,-73.865117,Soundview,10473
Monroe Houses,Government Department / Agency,40.823658,-73.865482,Soundview,10473
Classon Point Houses,Residential Building,40.821522,-73.868728,Soundview,10473
Ps 100,Elementary School,40.821625,-73.862652,Soundview,10473
Soundview Branch Library,Library,40.818699,-73.86307,Soundview,10473
Ps 107,Elementary School,40.818719,-73.868537,Soundview,10473
Boys Prep Bronx Charter School,Elementary School,40.818774,-73.868496,Soundview,10473
Rosedale Gardens,Real Estate Service,40.824266,-73.864936,Soundview Bruckner,10473
FDNY Engine 96 Ladder 54,Fire Station,40.822908,-73.869391,Soundview,10473
Phipps Cdc,Youth Organization,40.818173,-73.86878,Soundview,10473
NYPD 43rd Precinct,Police Station,40.823218,-73.869927,Soundview,10473
Leland Houses,Residential Building,40.824398,-73.861922,Soundview,10473
P S 69 Annex,Elementary School,40.818151,-73.861403,Soundview,10473
Sack-Wern Houses,Government Department / Agency,40.820569,-73.867993,Soundview,10473
New York City Housing Authority,Real Estate Service,40.820461,-73.867989,Soundview,10473
New Life Church,Church,40.819009,-73.865661,Soundview,10473
James Monroe Senior Center,Senior Citizen Service,40.823068,-73.865329,Soundview,10473
New York City Community Center,Community Center,40.818975,-73.866972,Soundview,10473
Hunts Point Seventh Day Adventist Church- Pastor's Office,Church,40.818627,-73.867922,Soundview,10473
Public School 100,Elementary School,40.821676,-73.862785,Soundview,10473
"Lewis, Charles E",Spiritual Center,40.819277,-73.863659,Soundview,10473
Soundview Projects,Military Base,40.818865,-73.867056,Soundview,10473
Sound View Houses,Government Department / Agency,40.818496,-73.866736,Soundview,10473
Bronx Veterans Coalition,Veterans' Organization,40.823364,-73.867939,Soundview,10473
Icahn Charter School 7,Elementary School,40.818774,-73.868496,Soundview,10473
Aspira of New York,Education,40.818666,-73.868492,Soundview,10473
Soundview Resident Council,Charity,40.817892,-73.867108,Soundview,10473
"Cablevision - Cablevision Of Long Island, Executive Offices, Cablevision Programming Services",Community and Government,40.823969,-73.868074,Soundview,10473
City of New York,Police Station,40.82306,-73.86979,Soundview,10473
Soundview Av Baptist Church,Church,40.818001,-73.862913,Soundview,10473
Hope Christian Fellowship Center,Spiritual Center,40.821895,-73.860562,Soundview,10473
Soundview Senior Center,Senior Citizen Service,40.818122,-73.869549,Soundview,10473
Community Center,Youth Organization,40.818044,-73.869562,Soundview,10473
Leland Garden Condominium II,Property Management Office,40.822864,-73.860685,Soundview,10473
The Church of Jesus Christ Apostolic of New York,Church,40.818758,-73.860798,Soundview,10473
Riverwalk Harbour Pointe at Shorehaven,Housing Development,40.80693,-73.850484,Clason Point,10473
Beechwood Rb Shorehaven Community Center,Community and Government,40.805736,-73.8549,,10473
Shorehaven Condominiums,Property Management Office,40.8074,-73.853212,Clason Point,10473
Shorehaven Homeowners Association,Organization,40.807108,-73.851977,Clason Point,10473
Shooting games,Education,40.808813,-73.852826,Clason Point,10473
H P Home Owners Association,Organization,40.808934,-73.856503,Clason Point,10473
Passion Ablaze Christian Ministries,Spiritual Center,40.80864,-73.851158,Clason Point,10473
Fountain Of Jacob Pentecosta L Church Ic,Church,40.810745,-73.855388,Clason Point,10473
Calvary Christian Fellowship,Church,40.81085,-73.85548,Clason Point,10473
St Frances De Chantal Church,Church,40.816027,-73.813685,Beechhurst,10465
Archdiocesan Drug Program,Addiction Treatment Center,40.814489,-73.818966,Silver Beach,10465
St Frances De Chantal School,Elementary School,40.816267,-73.812732,Beechhurst,10465
Preston High School,Education,40.81398,-73.819909,Throgs Neck,10465
Life Together Fellowship,Church,40.818791,-73.817501,Silver Beach,10465
Motivation Driving School,Education,40.816017,-73.818321,Silver Beach,10465
Sisters Of Life,Monastery,40.816188,-73.813735,Beechhurst,10465
Preston Center Of Compassion,Community and Government,40.813832,-73.819292,Throgs Neck,10465
Little Sisters of the Poor,Monastery,40.815237,-73.812914,Beechhurst,10465
Roman Catholic Diocese Brklyn,Church,40.816276,-73.812382,Beechhurst,10465
Bronx Catholic School,Education,40.816276,-73.812382,Beechhurst,10465
Iahd,Public and Social Service,40.81782,-73.813268,Beechhurst,10465
Pelham Bay Branch Library,Library,40.844335,-73.828038,Unionport,10461
Our Lady of the Assumption School,Elementary School,40.845329,-73.827199,Unionport,10461
Middletown Plaza Resident Council,Housing Development,40.844471,-73.82905,Unionport,10461
Pelham Bay Assembly of God,Church,40.845968,-73.819082,,10465
Knights Of Columbus,Organization,40.8464,-73.819098,,10465
Rain Middletown Senior Center,Senior Citizen Service,40.844579,-73.829053,Unionport,10461
Shema Kolinu Hear Our Voices,High School,40.845377,-73.82678,Unionport,10461
Harris Hands Community Service,Organization,40.846362,-73.826929,,10461
Rain Middletown Sr Center,Senior Citizen Service,40.844579,-73.829053,Unionport,10461
The Gnostic Association-City of NY,Community and Government,40.846542,-73.828336,,10461
The Bronx Young Republicans,Organization,40.844282,-73.829514,Unionport,10461
B C Gop,Organization,40.84435,-73.82957,Unionport,10461
AARP,Community and Government,40.846032,-73.818691,,10465
New York Public Library - Parkchester,Library,40.833782,-73.858241,Parkchester,10462
St Raymond High School for Boys,Church,40.83789,-73.853928,Parkchester,10462
Public School 106,Elementary School,40.837328,-73.854782,Parkchester,10462
J.H.S. 127,Education,40.838269,-73.853898,Parkchester,10462
Mamuns Tutorial,Tutoring Service,40.836242,-73.855005,Parkchester,10462
Linden Tree Elementary School,Elementary School,40.838342,-73.853157,Parkchester,10462
Parkchester Baptist Church,Church,40.83462,-73.857177,Parkchester,10462
St Raymond Elementary School,Elementary School,40.842149,-73.854214,Parkchester,10462
St Helena's School,Middle School,40.834376,-73.856162,Parkchester,10462
St Helena's Church,Church,40.834295,-73.855109,Parkchester,10462
Odell St,Residential Building,40.834708,-73.853768,Parkchester,10462
American Legion,Organization,40.839616,-73.851934,Parkchester,10462
St Raymond Academy For Girls,Private School,40.84093,-73.853338,Parkchester,10462
Parkchester Apartments,Residential Building,40.841412,-73.859744,Parkchester,10462
Bronx Charter School For Excellence,Middle School,40.834092,-73.858777,Parkchester,10462
Santa Maria Early Childhood,Education,40.839319,-73.850873,Parkchester,10462
St Raymonds Church,Church,40.841518,-73.853578,Parkchester,10462
Church of Santa Maria,Church,40.838644,-73.850319,Parkchester,10462
United States Postal Service,Post Office,40.836881,-73.861635,Parkchester,10462
Tabernacle of Praise,Spiritual Center,40.837684,-73.855626,Parkchester,10462
Ps106 Custodial Office,Primary and Secondary School,40.837383,-73.85474,Parkchester,10462
Ethiopian Edir Mutual Assistance Association,Organization,40.838769,-73.857547,Parkchester,10462
Garifuna Coalition USA,Charity,40.836376,-73.856104,Parkchester,10462
Middle School 127,Elementary School,40.838322,-73.853943,Parkchester,10462
Asian Driving School,Driving School,40.836286,-73.855401,Parkchester,10462
Jhs 127 Junior High School,Middle School,40.838012,-73.853407,Parkchester,10462
Kwakwaduam Association,Organization,40.836253,-73.854568,Parkchester,10462
Banglabazarjamemasjid,Mosque,40.836377,-73.85396,Parkchester,10462
Enlightenment Educational Global,Tutoring Service,40.835519,-73.85581,Parkchester,10462
Bangla Bazar Jame Masjid,Mosque,40.835472,-73.854362,Parkchester,10462
Saint Raymonds Convent,Church,40.840216,-73.853794,Parkchester,10462
Parkchester North Condominium Operating Office,Residential Building,40.840261,-73.858302,Parkchester,10462
Knowledge Seekers,Driving School,40.839063,-73.852439,Parkchester,10462
Communications Workers-America,Organization,40.840232,-73.853182,Parkchester,10462
Jadore Gems Wonderschool,Child Care Service,40.836871,-73.859928,Parkchester,10462
Charity Folks,Charity,40.836695,-73.85209,Parkchester,10462
Jamiatu Ta'awun,Church,40.834316,-73.856379,Parkchester,10462
Parkchester North,Real Estate Service,40.841478,-73.857209,Parkchester,10462
Castle Hill Music,Music School,40.835887,-73.851938,Parkchester,10462
Catholic Guardian Society,Public and Social Service,40.839898,-73.851463,Parkchester,10462
Jasa,Public and Social Service,40.834122,-73.85764,Parkchester,10462
Calary Victory Bible Chruch,Church,40.839795,-73.851284,Parkchester,10462
Aptarus,Education,40.837554,-73.861361,Parkchester,10462
Saint Raymond Elementary School,Community and Government,40.841878,-73.854248,Parkchester,10462
Parkchester Preservation,Charity,40.835716,-73.860717,Parkchester,10462
Iahd,Charity,40.834103,-73.85834,Parkchester,10462
Sacred Heart Private School,Elementary School,40.839324,-73.850698,Parkchester,10462
Voices Unbroken,Charity,40.835659,-73.860847,Parkchester,10462
Santa Maria Roman Catholic Church,Spiritual Center,40.83863,-73.850367,Parkchester,10462
Universal Health Plan,Organization,40.834241,-73.853007,Parkchester,10462
New York Public Library,Library,40.840775,-73.846769,Westchester,10461
United States Postal Service,Post Office,40.842112,-73.843098,Westchester,10461
Family Of Christ Church Of God,Church,40.840139,-73.842108,Unionport,10461
In The Life Ministries,Community and Government,40.840174,-73.842853,Unionport,10461
US Army Recruiting,Military,40.840174,-73.842853,Unionport,10461
US Navy Recruiting,Government Building,40.841418,-73.842767,Westchester,10461
United States Air Force Recruiter,Government Building,40.841418,-73.842767,Westchester,10461
Westchester Square Bus Imprvmt,Non-Profit Organization,40.840859,-73.843534,Westchester,10461
AHRC Bronx Day Hab,Non-Profit Organization,40.839459,-73.841252,Unionport,10461
Huntington Free Library,Library,40.839938,-73.843632,Westchester,10461
P12X the Lewis & Clark School,High School,40.840402,-73.84448,Westchester,10461
Schildwachter Fuel Oil,Utility Company,40.838933,-73.840708,Unionport,10461
St Peter's Episcopal Church,Church,40.838475,-73.843798,Unionport,10461
The Sanctuary Fellowship,Church,40.839439,-73.846239,Westchester,10461
Saint Peter Ave,Residential Building,40.84013,-73.846658,Westchester,10461
Ps 721 Steven Mcsweeney School,High School,40.84276,-73.838921,Westchester,10461
TM Baseball Academy,Education,40.837152,-73.842744,Unionport,10461
Harvest Fields Community Church,Church,40.842782,-73.846448,Westchester,10461
New York State DMV,Government Building,40.836997,-73.840376,Unionport,10461
Office Of Council Member Marjorie Velázquez,Government Building,40.83954,-73.83712,Schuylerville,10461
Bronx County NY DMV,Government Building,40.836997,-73.840376,Unionport,10461
Pibly Residential Program,Public and Social Service,40.837441,-73.846211,Westchester,10461
Representative Alexandria Ocasio-Cortez Campaign Office,Community Center,40.837327,-73.845653,Unionport,10461
United Auto Merchants Association,Non-Profit Organization,40.836462,-73.840181,Unionport,10461
City Marshal's Office,Police Station,40.840844,-73.842002,Unionport,10461
Howie Stone Adult Day Center,Disabled Persons Service,40.83991,-73.84202,Unionport,10461
United States Government,Military,40.841361,-73.842896,Westchester,10461
Westchester Square District Management Association,Organization,40.841517,-73.843121,Westchester,10461
Migliore Vincent Jewish Board Of Family And Childrens Services Bronx,Public and Social Service,40.841517,-73.843121,Westchester,10461
Jewish Board of Family & Childrens Services,Charity,40.841625,-73.843124,Westchester,10461
Jenkins Vaughn Jewish Board Of Family And Childrens Services Bronx,Public and Social Service,40.84168,-73.843083,Westchester,10461
Narvaez Lailoni Jewish Board Of Family And Childrens Services Bronx,Public and Social Service,40.84168,-73.843083,Westchester,10461
Okai Adjetey Ruby Jewish Board Of Family And Childrens Services Bronx,Public and Social Service,40.84168,-73.843083,Westchester,10461
Hurwitz Glenn Jewish Board Of Family And Childrens Services Bronx,Public and Social Service,40.84168,-73.843083,Westchester,10461
Us Naval Recruiting,Military,40.841676,-73.843258,Westchester,10461
City Marshall,Police Station,40.841502,-73.843733,Westchester,10461
City of New York,Police Station,40.841502,-73.843733,Westchester,10461
Lewis & Clark Special Educ,Education,40.840459,-73.844351,Westchester,10461
New York City Board of Education,Elementary School,40.840404,-73.844393,Westchester,10461
