Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Ww,Nutritionist,40.854538,-73.886749,Belmont,10458
Eric M Goldfarb,Dentist,40.860464,-73.889464,Belmont,10458
Montefiore Medical Center,Hospital,40.860051,-73.890805,Belmont,10458
Montefiore Home Health Care,Health and Medicine,40.860051,-73.890805,Belmont,10458
St Barnabas Hospital,Hospital,40.860051,-73.890805,Belmont,10458
Fordham Plaza,Dentist,40.860515,-73.889597,Belmont,10458
St Barnabas Hospital,Hospital,40.854376,-73.890901,Mount Hope,10458
Med Alliance,Health and Medicine,40.858341,-73.883869,Belmont,10458
Community Medical,Healthcare Clinic,40.853659,-73.889386,Belmont,10458
Detect Lab,Medical Center,40.857755,-73.883541,Belmont,10458
"Dr Anna Wisniewska, MD",Physician,40.858561,-73.883702,Belmont,10458
Riverdale Physical Therapy PC,Physical Therapy Clinic,40.882663,-73.916568,Marble Hill,10463
"Nydia Elena Providence, MD",Doctor's Office,40.878769,-73.914625,Marble Hill,10463
Riverdale Nursing Home,Assisted Living Service,40.882323,-73.91511,Marble Hill,10463
Schervier Nursing Care Center,Nurse,40.881652,-73.918019,Marble Hill,10463
Fairfield View,Health and Medicine,40.88364,-73.914371,Marble Hill,10463
"Comprehensive Dental Care, Dr Madeline Ginzburg",Dentist,40.878473,-73.915621,Marble Hill,10463
Riverdale Pediatrics PC,Pediatrician,40.878712,-73.914754,Marble Hill,10463
Riverdale Eye Associates,Optometrist,40.878709,-73.914842,Marble Hill,10463
Hudson Pointe At Riverdale,Assisted Living Service,40.88457,-73.913924,Marble Hill,10463
Riverdale Periodontics Dr.Sandra Molinas,Dentist,40.878712,-73.914754,Marble Hill,10463
Riverdale Cosmetic Dentists,Dentist,40.885312,-73.914478,Spuyten Duyvil,10463
Sprain Brook Audiology,Physician,40.88183,-73.917187,Marble Hill,10463
Schervier Home Care Program,Home Health Care Service,40.881597,-73.918061,Marble Hill,10463
Michael S Salpeter,Dentist,40.882504,-73.91643,Marble Hill,10463
Kids In Motion Ot,Physical Therapy Clinic,40.882663,-73.916568,Marble Hill,10463
Nutripower,Nutritionist,40.880044,-73.916966,Marble Hill,10463
Riverdale Acupuncture,Acupuncture Clinic,40.879927,-73.917866,Marble Hill,10463
Fieldston Lodge Care Center,Assisted Living Service,40.880333,-73.918845,Marble Hill,10463
Andrei Mircea Marco,Dentist,40.879589,-73.91632,Marble Hill,10463
Westchester Putnam White,Nursing Home,40.883196,-73.918909,Riverdale,10463
Podiatry Associates of Riverdale,Podiatrist,40.878353,-73.916055,Marble Hill,10463
Su James Y DDS,Dentist,40.878709,-73.914842,Marble Hill,10463
Montefiore Medical Center,Plastic Surgeon,40.878712,-73.914754,Marble Hill,10463
"Sandra Molinas, DDS",Dentist,40.878712,-73.914754,Marble Hill,10463
Ear Nose & Throat Associates Of New York PC,"Ear, Nose and Throat Doctor",40.878712,-73.914754,Marble Hill,10463
Reddy Sarina DDS,Dentist,40.878712,-73.914754,Marble Hill,10463
"Jakob C Melamed, MD",General Surgeon,40.878712,-73.914754,Marble Hill,10463
Hudson Physical Therapy,Physical Therapy Clinic,40.87861,-73.914791,Marble Hill,10463
Rmha Residence,Mental Health Service,40.884344,-73.91421,Marble Hill,10463
Hawkins Lactation Service,Health and Medicine,40.877655,-73.917955,Marble Hill,10463
Wasserman Cosmetic and Family Dentisty,Dentist,40.908995,-73.903846,Fieldston,10471
Taiji New York Acupuncture,Acupuncture Clinic,40.906288,-73.904008,Fieldston,10471
Riverdale Dental Care,Dentist,40.906571,-73.903536,Fieldston,10471
High Ridge House,Nurse,40.909559,-73.90711,Fieldston,10471
Pearl Dental Spa,Dentist,40.906424,-73.90502,Fieldston,10471
Essen Urgent Care,Urgent Care Center,40.906424,-73.90502,Fieldston,10471
Dwell Family Doctors,Physician,40.906316,-73.905016,Fieldston,10471
Riverdale Mental Health Association,Mental Health Clinic,40.906236,-73.903962,Fieldston,10471
Urgent Care,Urgent Care Center,40.906006,-73.904479,Fieldston,10471
Dental Oral Surgery,Dentist,40.910646,-73.902825,Fieldston,10471
Robert W Morrow,Family Medicine Doctor,40.908398,-73.903955,Fieldston,10471
The Physical Medicine and Rehabilitation Center,Physical Therapy Clinic,40.910974,-73.902606,Fieldston,10471
The Hebrew Home For The Aged At Riverdale,Nursing Home,40.909988,-73.909274,Fieldston,10471
The Center for Prosthetics & Orthotics,Doctor's Office,40.905233,-73.900944,Fieldston,10471
Chiropractic Works,Chiropractor,40.908398,-73.903955,Fieldston,10471
Jerrold Wasserman,Dentist,40.908779,-73.903838,Fieldston,10471
"Julie Weiner, M.S., LMHC, BCB, EFTCert-I, Licensed Mental Health Counselor",Mental Health Service,40.90769,-73.904242,Fieldston,10471
American Family Care,Health and Medicine,40.909887,-73.902828,Fieldston,10471
Health Galaxi Bronx,Health and Medicine,40.906571,-73.903536,Fieldston,10471
Essen,Emergency Service,40.906424,-73.90502,Fieldston,10471
Metro UrgiCare,Health and Medicine,40.906261,-73.905058,Fieldston,10471
La Weight Loss,Nutritionist,40.906127,-73.903958,Fieldston,10471
Declemente Joseph Group Home,Assisted Living Service,40.90786,-73.907967,Fieldston,10471
Homeocare Laboratories,Health and Medicine,40.906911,-73.901646,Fieldston,10471
Freeman Nutrition,Nutritionist,40.90428,-73.904327,Fieldston,10471
Thin Is In,Health and Medicine,40.851317,-73.829602,Westchester,10461
Galaxy Transportation,Ambulance Service,40.849304,-73.834387,Westchester,10461
Dr Kalmanson,Dentist,40.847945,-73.832588,Westchester,10461
Physicians Medical Rehabilitation Associates,Physician,40.852191,-73.829195,Pelham Parkway,10461
Advanced Chiropractic-Pelham Bay,Chiropractor,40.852251,-73.828979,Pelham Parkway,10461
Doshi Diagnostic Imaging,Doctor's Office,40.85211,-73.828142,Westchester,10461
Universal Physical Therapy,Physical Therapy Clinic,40.852053,-73.828271,Westchester,10461
Industrial Medicine Associates,Healthcare Clinic,40.852053,-73.828271,Westchester,10461
Lenox Hill Radiology,Medical Center,40.852013,-73.82814,Westchester,10461
Jyoti Kini MD - Docs Medical Practice,Doctor's Office,40.852538,-73.828332,Westchester,10461
Theracare of New York,Medical Center,40.852005,-73.828051,Westchester,10461
Westchester Medical Services,Doctor's Office,40.852355,-73.829157,Pelham Parkway,10461
Medical Clinics of New York,Medical Center,40.852278,-73.827929,Westchester,10461
Montefiore Urology,Doctor's Office,40.851393,-73.837176,Westchester,10461
Yael Pinn - PA-C - Schweiger Dermatology Group,Doctor's Office,40.852342,-73.827538,Westchester,10461
Change iWear,Optometrist,40.846551,-73.832187,Westchester,10461
Pelham Bay Dental Associates,Dentist,40.84632,-73.831613,Westchester,10461
New York Gi Center,Gastroenterologist,40.852805,-73.836876,Westchester,10461
Metro Eye Surgeons,Health and Medicine,40.85275,-73.836918,Westchester,10461
American Access Care of the Bronx,Health and Medicine,40.852858,-73.836922,Westchester,10461
Eye Care Unlimited,Ophthalmologist,40.84619,-73.831518,Westchester,10461
NewYork-Presbyterian Medical Group Westchester - Pulmonary Medicine,Respiratory Doctor,40.852858,-73.836922,Westchester,10461
"Robert Pintauro, MD",Doctor's Office,40.854949,-73.83122,Pelham Gardens,10461
Hutchinson Metro Dental,Dentist,40.852578,-73.837306,Westchester,10461
Beautiful Smiles,Dentist,40.848865,-73.830433,Westchester,10461
Stephen Henry Huish,Physical Therapy Clinic,40.852136,-73.829237,Pelham Gardens,10461
"Hal D Rosenfeld, DC",Chiropractor,40.852251,-73.828979,Pelham Gardens,10461
Monroe Ortodics & Pro,Health and Medicine,40.852306,-73.828937,Pelham Gardens,10461
Pelham Bay Open MRI,Health and Medicine,40.852,-73.828226,Westchester,10461
Pelham Bay Chiropractors,Chiropractor,40.852053,-73.828271,Westchester,10461
Farah Retina Consultants,Health and Medicine,40.851842,-73.828089,Westchester,10461
Priority STD Testing,Healthcare Clinic,40.852161,-73.828275,Westchester,10461
"Gross, Edward Dr-Docs Medical Practice",Neurologist,40.852586,-73.828553,Westchester,10461
Lenox Hill Radiology Pelham Bay,Health and Medicine,40.85211,-73.828142,Westchester,10461
Bronx Ear Nose & Throat Assoc,General Surgeon,40.85211,-73.828142,Westchester,10461
The Burroughs Psychotherapy Practice LCSW PC,Mental Health Clinic,40.85211,-73.828142,Westchester,10461
Central Park Medical,Healthcare Clinic,40.85211,-73.828142,Westchester,10461
Surgicare Ambulatory Center,Physician,40.85211,-73.828142,Westchester,10461
New Primecare,Physician,40.85211,-73.828142,Westchester,10461
Unlimited Care,Home Health Care Service,40.85211,-73.828142,Westchester,10461
Docs Continuum Medical Group,Neurologist,40.852535,-73.82842,Westchester,10461
Docs,Medical Center,40.852535,-73.82842,Westchester,10461
Our Children First,Other Healthcare Professional,40.847297,-73.830508,Westchester,10461
"Westchester Medical Care, PC",Health and Medicine,40.852501,-73.827675,Westchester,10461
Pro Health Care,Healthcare Clinic,40.85275,-73.836918,Westchester,10461
"Birendra Singh Walia, MD",Ambulance Service,40.852752,-73.83697,Westchester,10461
Center for allergy and asthma of bronx and westchester,Doctor's Office,40.828279,-73.824444,Throgs Neck,10465
Dermatology & Surgery Associates: Tift Louisa MD,Doctor's Office,40.828231,-73.824224,Throgs Neck,10465
Throggs Neck Vision Associates,Optometrist,40.828123,-73.82422,Throgs Neck,10465
East tremont Urgent care clinic,Urgent Care Center,40.828748,-73.825117,Throgs Neck,10465
Chiropractic Office of Throggs Neck,Chiropractor,40.827617,-73.82289,Schuylerville,10465
Dr Boiano's Bronx Family Dentistry,Dentist,40.828306,-73.823395,Schuylerville,10465
Dr Elena Vezza,Doctor's Office,40.82886,-73.824946,Throgs Neck,10465
"Albert Graziosa MD, PC Orthopedic Surgeon & Sports Medicine",Doctor's Office,40.828986,-73.824251,Schuylerville,10465
Bronx Physical Therapy,Physical Therapy Clinic,40.828773,-73.824156,Schuylerville,10465
Throggs Neck Optical,Ophthalmologist,40.82634,-73.822144,Schuylerville,10465
Multi Specialty Pain Management,Physician,40.826726,-73.821852,Schuylerville,10465
Throgs Neck Pediatrics,Physician,40.828971,-73.824863,Throgs Neck,10465
CityMD Throgs Neck - Bronx,Health and Medicine,40.825447,-73.821194,Schuylerville,10465
Throgs Neck Animal Hospital,Veterinarian,40.825079,-73.820787,Throgs Neck,10465
Anto Vincetic,Neurologist,40.828178,-73.824178,Throgs Neck,10465
Park Place Medical,Radiologist,40.828231,-73.824224,Throgs Neck,10465
Health East Medical Alliance,Health and Medicine,40.828271,-73.824192,Throgs Neck,10465
Center For Orthopedic Surgery,Orthopedic Surgeon,40.828392,-73.824273,Throgs Neck,10465
A Counseling & Psychotherapy,Health and Medicine,40.828392,-73.824273,Throgs Neck,10465
East Tremont Foot Care Stepanian & Spellman,Podiatrist,40.828808,-73.824901,Throgs Neck,10465
"B.H Stepanian, DPM, FACFAS",Podiatrist,40.82881,-73.824813,Throgs Neck,10465
Throgsneck Urgentcare,Urgent Care Center,40.828863,-73.824859,Throgs Neck,10465
Giovanni Boiano DDS Office,Dentist,40.828141,-73.823521,Schuylerville,10465
Giovanni Boiano,Dentist,40.828141,-73.823521,Schuylerville,10465
Boiano Dental,Dentist,40.828352,-73.823703,Schuylerville,10465
A Counseling & Psychotherapy of Throggs Neck,Psychologist,40.828971,-73.824863,Throgs Neck,10465
"Blum, Edward, PT",Physical Therapy Clinic,40.828773,-73.824156,Schuylerville,10465
"Dean S. Spellman, D",Health and Medicine,40.829124,-73.82498,Throgs Neck,10465
Hands On Physical Therapy,Physical Therapy Clinic,40.827619,-73.822802,Schuylerville,10465
Cohen & Garcha Podiatry,Podiatrist,40.827886,-73.822943,Schuylerville,10465
Guerrero William E Odpc,Optometrist,40.826391,-73.822277,Schuylerville,10465
Bhrags Homecare,Home Health Care Service,40.829301,-73.824612,Schuylerville,10465
Robert Vavolizza,Dentist,40.829382,-73.824665,Schuylerville,10465
"William E Guerrero, OD - William E Guerrero PC",Optometrist,40.826393,-73.82219,Schuylerville,10465
Haftel Brian - New York Surgical Anesthesia Suites,Healthcare Clinic,40.826776,-73.821985,Schuylerville,10465
Midtown Physical Medicine,Physical Therapy Clinic,40.826723,-73.821939,Schuylerville,10465
Heel To Toe Foot Center,Orthopedic Surgeon,40.830091,-73.825384,Schuylerville,10465
Throggs Neck Volunteer Ambulance,Ambulance Service,40.821257,-73.818201,Silver Beach,10465
Golden Apple Health Care,Home Health Care Service,40.821669,-73.819003,Throgs Neck,10465
Audiology & Hearing Health,"Ear, Nose and Throat Doctor",40.821026,-73.818805,Throgs Neck,10465
Community Chiropractic,Chiropractor,40.817854,-73.816156,Throgs Neck,10465
Mannam Medical Center,Physician,40.819797,-73.847758,Castle Hill,10473
Senior Care EMS,Ambulance Service,40.821698,-73.845203,Castle Hill,10473
Kwak Dental Management,Dentist,40.819528,-73.847705,Castle Hill,10473
Castle Hill Med,General Surgeon,40.819528,-73.847705,Castle Hill,10473
Federation Of Puerto Rican Organization,Assisted Living Service,40.822401,-73.851439,Castle Hill,10473
BPC Outpatient,Medical Center,40.87056,-73.866896,Olinville,10467
Bronx Kids Pediatrics,Doctor's Office,40.870276,-73.867454,Olinville,10467
Dr Hall,Medical Center,40.87011,-73.859261,Pelham Parkway,10469
Pasqua Chiropractic,Doctor's Office,40.874396,-73.866905,Olinville,10467
Institute of Applied Human Dynamics,Health and Medicine,40.871593,-73.862511,Olinville,10467
We Care Pharmacy,Health and Medicine,40.871217,-73.864512,Olinville,10467
Bronx State Hopital,Hospital,40.870508,-73.86685,Olinville,10467
White Plains Road Medical PC,Healthcare Clinic,40.870287,-73.867017,Olinville,10467
Fordham Arms Home For Adults,Nursing Home,40.868142,-73.86221,Pelham Parkway,10467
Pasqua & McGee Chiropractic Office,Chiropractor,40.874399,-73.866818,Olinville,10467
Wrap Rain Multi Service,Home Health Care Service,40.874656,-73.867309,Olinville,10467
Medical Office,Doctor's Office,40.862434,-73.840551,Pelham Parkway,10469
Choe Chris Dentistry,Dentist,40.861944,-73.842809,Pelham Parkway,10469
Eastchester Medical Associates,General Surgeon,40.861726,-73.842889,Pelham Parkway,10469
Ny Cardiac Care,Doctor's Office,40.861781,-73.842847,Pelham Parkway,10469
Island Musculoskeletal Care,Health and Medicine,40.862461,-73.843703,Pelham Parkway,10469
Genesis Wellness Center,Chiropractor,40.861382,-73.843664,Pelham Parkway,10469
Dr. Victor Oelbaum & Associates,Dentist,40.860575,-73.843504,Pelham Gardens,10469
Eastchester Rehabilitation and Health Care Center,Assisted Living Service,40.865614,-73.842942,Baychester,10469
New York Cancer & Blood Specialists,Health and Medicine,40.860106,-73.84283,Pelham Gardens,10469
East Haven Nursing and Rehabilitation Center,Nursing Home,40.860196,-73.843534,Pelham Gardens,10469
Donald C Wallerson Md,Cardiologist,40.859835,-73.842864,Pelham Gardens,10469
Urgent Care of Eastchester Road,Urgent Care Center,40.859946,-73.842781,Pelham Gardens,10469
Empire State Ortho,Physician,40.8593,-73.84267,Pelham Gardens,10469
Nirvana Integrative Medicine,Internal Medicine Doctor,40.859707,-73.843648,Pelham Gardens,10469
"Weinstein, Joshua Weinstein Joshua Office",Doctor's Office,40.859164,-73.841658,Pelham Gardens,10469
MMG Pediatrics,Doctor's Office,40.859195,-73.842578,Pelham Gardens,10469
Performance Rehabilitation,Physical Therapy Clinic,40.859222,-73.841529,Pelham Gardens,10469
Mace Ave Medical Pc,Doctor's Office,40.862434,-73.840551,Pelham Parkway,10469
Kiyici Aylen,Physician,40.861944,-73.842809,Pelham Parkway,10469
Dynamic Healthcare Center,Health and Medicine,40.861889,-73.842851,Pelham Parkway,10469
Robert D Goldstein,Plastic Surgeon,40.861653,-73.84363,Pelham Parkway,10469
Bronx Plastic Surgery,Plastic Surgeon,40.861653,-73.84363,Pelham Parkway,10469
Sheindlin A Jonathan,Ophthalmologist,40.861653,-73.84363,Pelham Parkway,10469
Robinson Steve,Other Healthcare Professional,40.861653,-73.84363,Pelham Parkway,10469
Barry I. Finkelstein,Podiatrist,40.8616,-73.843585,Pelham Parkway,10469
"Jonathan Sheindlin, MD",Ophthalmologist,40.86165,-73.843718,Pelham Parkway,10469
Monarch Medical Aesthetics by Dr Alicia Almendral,Plastic Surgeon,40.860365,-73.841176,Pelham Gardens,10469
"Bruckner Howard W MD Bruckner Howard ,MD",Internal Medicine Doctor,40.860106,-73.84283,Pelham Gardens,10469
Eastchester- Center For Cancer Care,Internal Medicine Doctor,40.860106,-73.84283,Pelham Gardens,10469
Medco Enterprises,Assisted Living Service,40.860196,-73.843534,Pelham Gardens,10469
"Nana Asamoah, MD",Nurse,40.859724,-73.842694,Pelham Gardens,10469
Raia Medical Health PC,Healthcare Clinic,40.859576,-73.842461,Pelham Gardens,10469
Albert Einstein-Jack D Weiler Hospital-Division of Montefiore Medical Center,Hospital,40.859622,-73.842769,Pelham Gardens,10469
Nyconn Orthopaedic and Rehabilitation Specialists,Physician,40.859622,-73.842769,Pelham Gardens,10469
D'Arrigo and Bonelli DDS,Dentist,40.859765,-73.843518,Pelham Gardens,10469
Proactive Physical & Hand Therapy,Physical Therapy Clinic,40.8593,-73.84267,Pelham Gardens,10469
Astor Avenue Pediatrics,Health and Medicine,40.8593,-73.84267,Pelham Gardens,10469
Silva Miguel MD,General Surgeon,40.859172,-73.841572,Pelham Gardens,10469
Albert Einstein Jack D Weiler,Hospital,40.859195,-73.842578,Pelham Gardens,10469
Jarme Home And Health Care,Healthcare Clinic,40.86696,-73.838919,Baychester,10469
Essen Medical Associates,Internal Medicine Doctor,40.834095,-73.918585,Concourse,10452
Morrisania D&Tc,Hospital,40.836106,-73.920149,Concourse,10452
Family Preservation,Mental Health Clinic,40.832754,-73.920285,Concourse,10452
Triboro Center,Nursing Home,40.831685,-73.911669,East Concourse,10456
Morrisainia Dialysis Center,Health and Medicine,40.831685,-73.911669,East Concourse,10456
Morrisania Hospital,Health and Medicine,40.836352,-73.919021,Concourse,10452
Winston Jonathan Morrisania Dialysis Center Bronx,Doctor's Office,40.831579,-73.911578,East Concourse,10456
The Bronx Dental Center,Dentist,40.835766,-73.920749,Concourse,10452
Grand Concourse Dental Office,Dentist,40.83418,-73.917407,Concourse,10456
"Riddhi Chheda, PT",Physical Therapy Clinic,40.834282,-73.918441,Concourse,10452
Encare Home Care,Home Health Care Service,40.832924,-73.917929,Concourse,10456
Essen Medical Associates,Physical Therapy Clinic,40.834243,-73.918611,Concourse,10452
Andrey Khaimov MD,Nurse,40.834073,-73.918688,Concourse,10452
Heritage Health & Development,Medical Center,40.8357,-73.913002,Concourse,10456
Essen Health Care,Physical Therapy Clinic,40.834143,-73.918806,Concourse,10452
Alejandro Williams Dental Off Ice,Dentist,40.835218,-73.919022,Concourse,10452
Apex Adult Day Care Services,Healthcare Clinic,40.832135,-73.913043,Concourse,10456
Optique International,Optometrist,40.831824,-73.918675,Concourse,10456
Urban Horizons Family Health Center,Family Medicine Doctor,40.836402,-73.919154,Concourse,10452
New York City Health & Hospital,Hospital,40.836159,-73.920195,Concourse,10452
N Y City Health & Hospital,Hospital,40.836049,-73.920278,Concourse,10452
Daughters of Jacob Geriatric Center,Hospital,40.83152,-73.911794,East Concourse,10456
Newtown Dialysis Center,Health and Medicine,40.831632,-73.911624,East Concourse,10456
NYC Community Dental Care PC,Dentist,40.835766,-73.920749,Concourse,10452
Herbalife,Nutritionist,40.838029,-73.912783,Concourse,10456
Rebekah Rehab & Extended Care Center,Nursing Home,40.830466,-73.846527,Parkchester,10462
United Odd Fellow & Rebekah Home,Nurse,40.830678,-73.846709,Parkchester,10462
Value Veterinary Clinic,Veterinarian,40.831071,-73.854467,Unionport,10472
Dental Oral Surgery,Dentist,40.833035,-73.851607,Parkchester,10462
Castle Hill Medical of New York,Health and Medicine,40.826074,-73.849342,Clason Point,10473
Perfect Vision,Optometrist,40.833802,-73.851198,Parkchester,10462
Bronx Medical Care Assoc PC,Dentist,40.832337,-73.851451,Parkchester,10462
Rebekah Nursing Home,Nursing Home,40.830411,-73.846568,Parkchester,10462
Castlehill Rehab & Medical Service,Neurologist,40.825966,-73.849338,Clason Point,10473
Ponce De Leon Fed Savings & Loan Associates,Medical Lab,40.833979,-73.850635,Parkchester,10462
Dada Homecare,Home Health Care Service,40.833933,-73.852384,Parkchester,10462
Laconia Nursing Home,Assisted Living Service,40.887736,-73.848385,Edenwald,10466
Happy and Great Home Care Services,Home Health Care Service,40.887084,-73.848537,Edenwald,10466
"Christopher L. Smith, LCAC, LMHC, LMFT",Mental Health Clinic,40.887122,-73.851254,Edenwald,10466
Verrazano Vision,Optometrist,40.624594,-74.0304,Bay Ridge,11209
The Skin Institute of New York,Dermatologist,40.62773,-74.026082,Bay Ridge,11209
Acupuncture Studio,Alternative Medicine Clinic,40.625415,-74.029953,Bay Ridge,11209
Bridge Family Dental,Dentist,40.626816,-74.029922,Bay Ridge,11209
Bay Ridge Chiropractic,Chiropractor,40.626764,-74.029877,Bay Ridge,11209
Breakthrough Orthopedics,Physician,40.624377,-74.030478,Bay Ridge,11209
Family Dental Care: Robert B. Souferian DDS,Dentist,40.625467,-74.029999,Bay Ridge,11209
Alvarado & DeVito Pediatrics,Doctor's Office,40.627577,-74.029691,Bay Ridge,11209
Leading Lasik Center,Ophthalmologist,40.623422,-74.029917,Bay Ridge,11209
Interboro Surgical Associates,General Surgeon,40.624771,-74.02788,Bay Ridge,11209
Jana Health Care,Family Medicine Doctor,40.623135,-74.030559,Bay Ridge,11209
"Dr Abraham A Sleem, MD",Doctor's Office,40.623463,-74.032358,Bay Ridge,11209
Dr Stuart Feintuch,Dentist,40.623671,-74.032628,Bay Ridge,11209
Brooklyn Audiology Associates,"Ear, Nose and Throat Doctor",40.623413,-74.028305,Bay Ridge,11209
ProHealth Urgent Care of Bay Ridge,Urgent Care Center,40.623521,-74.028309,Bay Ridge,11209
Millennium Physical Therapy,Physical Therapy Clinic,40.623112,-74.031429,Bay Ridge,11209
CITYPT/Madison Physical Therapy-Bay Ridge,Physical Therapy Clinic,40.624025,-74.027589,Bay Ridge,11209
Cosmopolitan Dentistry,Dentist,40.622801,-74.029021,Bay Ridge,11209
Bay Ridge Family Doctors,Physician,40.622812,-74.029203,Bay Ridge,11209
First Class Family Dentistry Of New York,Dentist,40.623262,-74.027907,Bay Ridge,11209
Globe Drug Store,Health and Medicine,40.622884,-74.027935,Bay Ridge,11209
Hands of Gold Chiropractic,Chiropractor,40.622286,-74.03205,Bay Ridge,11209
Advanced Implant and Oral Surgery PC,Dentist,40.627567,-74.026119,Bay Ridge,11209
Lazzaro Eye Center,Ophthalmologist,40.627622,-74.026077,Bay Ridge,11209
Cohen's Fashion Optical,Ophthalmologist,40.622447,-74.028179,Bay Ridge,11209
Nachmias Chiropractic,Chiropractor,40.622824,-74.034031,Bay Ridge,11209
Citymd Bay Ridge,Urgent Care Center,40.621882,-74.029115,Bay Ridge,11209
Dr kokolis,Doctor's Office,40.628328,-74.025888,Bay Ridge,11209
Brooklyn Integrative Health Care,Chiropractor,40.627264,-74.025409,Bay Ridge,11209
Family Dental Care,Dentist,40.625467,-74.029999,Bay Ridge,11209
"Souferian B, DDS PC",Dentist,40.625472,-74.029825,Bay Ridge,11209
Drucker Hypnosis Center,Alternative Medicine Clinic,40.626816,-74.029922,Bay Ridge,11209
Cardiology Consultants,General Surgeon,40.626833,-74.031274,Bay Ridge,11209
Rozakis Nicholas Chirprctr,Chiropractor,40.626816,-74.029922,Bay Ridge,11209
Tran Duyet N MD - Devito-Alvarado Pediatric Associates,Healthcare Clinic,40.627577,-74.029691,Bay Ridge,11209
Staten Island University Hospital,Hospital,40.627579,-74.029604,Bay Ridge,11209
Devito & Alvarado Pediatrics Associates,Pediatrician,40.627744,-74.02948,Bay Ridge,11209
Cataract Cornea and Laser Eye Care,Health and Medicine,40.623564,-74.032624,Bay Ridge,11209
New York Family Dental Care,Dentist,40.62309,-74.030252,Bay Ridge,11209
"Ela Acuesta-Laureta, DDS",Dentist,40.623279,-74.029258,Bay Ridge,11209
Ayman A Shahine,Obstetrician Gynecologist (Ob-gyn),40.623042,-74.030032,Bay Ridge,11209
"Ayman Shahine, MD - NY Beauty Surgeon",Plastic Surgeon,40.622992,-74.0299,Bay Ridge,11209
Women Medical Health Check Up,Health and Medicine,40.622937,-74.029941,Bay Ridge,11209
Health & Well Being Physical Therapy PC,Physical Therapy Clinic,40.622853,-74.031027,Bay Ridge,11209
"Habib, Henry Dpm",Podiatrist,40.627118,-74.026798,Bay Ridge,11209
Cosmopolitan Dental,Dentist,40.622778,-74.029019,Bay Ridge,11209
Bay Ridge Oral Surgery,Oral Surgeon,40.622754,-74.028992,Bay Ridge,11209
Intercity Psychotherapy,Psychologist,40.622352,-74.030431,Bay Ridge,11209
Back To Wellness,Acupuncture Clinic,40.622344,-74.031921,Bay Ridge,11209
Bay Ridge Acupuncture,Acupuncture Clinic,40.622286,-74.03205,Bay Ridge,11209
"Varano, Rosemarie Dr Varano and Varano DDS Office",Dentist,40.612209,-73.99676,Bath Beach,11214
Bensonhurst Dental Care,Dentist,40.609395,-73.997259,Bath Beach,11214
My Eye Doctor,Optometrist,40.613754,-73.995427,Bensonhurst,11204
Bensonhurst Veterinary Care,Veterinarian,40.611158,-73.991841,Bensonhurst,11204
Sensory Tree,Physical Therapy Clinic,40.611218,-73.991626,Bensonhurst,11204
Millennium Medical Services,Physician,40.613909,-73.995651,Bath Beach,11204
Pediatric Dental Center,Dentist,40.608623,-73.997925,Bath Beach,11214
Magic Hands Physical Therapy,Physical Therapy Clinic,40.608199,-73.997647,Bath Beach,11214
Janlian Medical Group,Healthcare Clinic,40.614698,-73.994376,Bensonhurst,11204
JianLian Medical Office,Doctor's Office,40.614645,-73.99433,Bensonhurst,11204
Chinatown Global Pediatrics PC,Physician,40.614897,-73.994993,Bensonhurst,11204
Maimonides Children's Medical Center,Health and Medicine,40.609254,-74.000433,Bath Beach,11214
Brooklyn Family Medical Assocs,Physician,40.609254,-74.000433,Bath Beach,11214
ProHealth,Doctor's Office,40.615346,-73.994314,Bensonhurst,11204
All Heart Dental 全心牙科診所- 許皓偉,Dentist,40.61262,-73.989687,Bensonhurst,11204
Empire Psychiatric Services PC,Psychiatrist,40.611265,-73.997812,Bath Beach,11214
GSNY Home Care Services,Home Health Care Service,40.611265,-73.997812,Bath Beach,11214
Healing Treasures Acupuncture,Acupuncture Clinic,40.612578,-73.99708,Bath Beach,11214
Dr Daniel S. Rubinshtein,Dentist,40.609342,-73.997213,Bath Beach,11214
Physical Therapy Research Institute,Physical Therapy Clinic,40.608851,-73.993493,Bensonhurst,11214
1stChoice Occupational Therapy,Physical Therapy Clinic,40.608798,-73.993447,Bensonhurst,11214
"Leaf Marc A MD - Leaf Marc, MD",Physician,40.608806,-73.997105,Bath Beach,11214
"Royzman & Poznyansky, DDS",Dentist,40.608623,-73.997925,Bath Beach,11214
Quality Care Physical Therapy and Acpuncture,Physical Therapy Clinic,40.614645,-73.99433,Bensonhurst,11204
Family Chiropractic,Chiropractor,40.608333,-73.998654,Bath Beach,11214
Orrin Orrin Lippoff Lippoff MD,Physician,40.60936,-74.000524,Bath Beach,11214
DDS,Health and Medicine,40.613855,-73.999612,Bath Beach,11214
All Heart Dental,Dentist,40.612511,-73.98963,Bensonhurst,11204
Eye D Vision,Optometrist,40.645198,-74.009958,Sunset Park,11220
CityMD Sunset Park Urgent Care - Brooklyn,Health and Medicine,40.644846,-74.01099,Sunset Park,11220
Eye Doctors,Optometrist,40.645959,-74.009726,Sunset Park,11220
Sunset Terrace Family Health Center,Mental Health Service,40.645214,-74.009348,Sunset Park,11220
Paskowski & Weitz Optometry - Sunset Park Eye Doctors,Optometrist,40.646069,-74.009644,Sunset Park,11220
Health Plus,Physician,40.646236,-74.009432,Sunset Park,11220
